ORISPL,NAMEPCAP,GENNTAN,weighted_coal_CAPFAC,weighted_coal_AGE,coal_FUELS,num_coal_GENS,YEAR,NONcoal_FUELS,PNAME,PLGENACL,PLSO2AN,PLPRMFL,PLCLPR,SECTOR,FIPSST,FIPSCNTY,LAT,LON
988.0,1100.1,2817118.0,0.3453300619695623,53.42359785473991,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Tanners Creek,2810719.3,18576.449,SUB,99.77286120618498,not reported,18,29.0,39.0814,-84.8594
990.0,698.0,3701440.0,0.6070265802517805,43.392120343839906,"['BIT', 'BIT', 'BIT']",3,2012,['DFO'],Harding Street,3695065.4,21541.81079312,BIT,97.63271702195432,not reported,18,97.0,39.7113,-86.1969
991.0,301.6,317167.0,0.1512891120805966,58.20159151193661,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,['DFO'],Eagle Valley,310539.47,3436.2461320800003,BIT,99.04333081676177,not reported,18,109.0,39.4852,-86.4183
992.0,23.4,7366.0,0.12556250655912726,72.01709401709354,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,CC Perry K,5880.49,968.4155845577675,BIT,79.83825682533062,not reported,18,97.0,39.7631,-86.1667
994.0,2146.7,9640798.0,0.5164771420431964,35.449201099361744,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,AES Petersburg,9624891.3,15463.18652116,BIT,99.83389884998965,not reported,18,125.0,38.5281,-87.2525
995.0,603.5,1798040.0,0.34174061169447495,45.892957746478714,"['BIT', 'BIT']",2,2012,['NG'],Bailly,1775557.4,1813.468,BIT,98.58785363671214,not reported,18,127.0,41.645,-87.1225
997.0,540.0,2341016.0,0.4948875359377642,38.0,['SUB'],1,2012,0,Michigan City,2327716.92,11584.243,SUB,99.43191202947594,not reported,18,91.0,41.7208,-86.9086
1001.0,1062.0,4741894.0,0.5112183857232165,41.0,"['BIT', 'BIT']",2,2012,['NG'],Cayuga,4736585.5,3222.36005664,BIT,99.25674504538532,not reported,18,165.0,39.9242,-87.4244
1004.0,804.5,0.0,0.0,-1.0,"['BIT', 'BIT', 'BIT']",3,2012,0,Edwardsport,183168.7176,26.501,BIT,100.0,not reported,18,83.0,38.8067,-87.2472
1008.0,300.0,244299.0,0.10210191926275836,52.5,"['BIT', 'BIT']",2,2012,0,R Gallagher,239201.2,925.7239999999999,BIT,98.16523932306738,not reported,18,43.0,38.2636,-85.8381
1010.0,860.2,1608842.0,0.24915925237236822,51.4108346896071,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,2012,['PC'],Wabash River,1600595.0,24381.8500014,BIT,62.19874020779619,not reported,18,167.0,39.53,-87.4247
1012.0,368.9,1693312.0,0.5855342962060509,40.96774193548367,"['BIT', 'BIT']",2,2012,0,F B Culley,1662621.1,2115.985,BIT,98.18752406482129,not reported,18,173.0,37.9111,-87.3275
1024.0,24.1,0.0,0.0,51.771784232365235,"['BIT', 'BIT']",2,2012,0,Crawfordsville,0.0,0.0,not reported,0.0,not reported,18,107.0,40.048889,-86.8992
1032.0,43.0,139392.0,0.4357437753063213,50.511627906976855,"['BIT', 'BIT']",2,2012,0,Logansport,139392.0,1842.83147,BIT,100.0,not reported,18,17.0,40.7589,-86.3603
1037.0,34.5,551.0,0.00376543798625692,56.62318840579701,"['BIT', 'BIT']",2,2012,['DFO'],Peru,540.397,13.57038544,BIT,94.9731107205624,not reported,18,103.0,40.7551,-86.0575
1040.0,93.9,23949.0,0.02920305636543809,45.32587859424916,"['BIT', 'BIT']",2,2012,0,Whitewater Valley,23907.675,573.0930000000001,BIT,99.82744582237254,not reported,18,177.0,39.8028,-84.8953
1043.0,233.2,487722.0,0.24074463133657548,42.0,"['BIT', 'BIT']",2,2012,0,Frank E Ratts,483766.09,6682.0869999999995,BIT,99.18889983073225,not reported,18,125.0,38.5201,-87.2662
1047.0,312.0,1136806.0,0.4731590381183806,37.40384615384619,"['SUB', 'SUB']",2,2012,0,Lansing,1132513.8,4477.283,SUB,99.6224344307377,not reported,19,5.0,43.3359,-91.1675
1048.0,218.5,531356.0,0.2776067625884246,45.0,['SUB'],1,2012,0,Milton L Kapp,528487.32,2205.95,SUB,99.4601212725936,not reported,19,45.0,41.8081,-90.2336
1073.0,213.4,558877.0,0.3446110021697357,45.05623242736624,"['SUB', 'SUB', 'SUB']",3,2012,0,Prairie Creek,521919.02,3092.0125347499998,SUB,93.38709965410473,not reported,19,113.0,41.9439,-91.6386
1081.0,141.0,632600.0,0.5142688321549045,51.425531914893554,"['SUB', 'SUB']",2,2012,0,Riverside,598874.37,2195.9085083607397,SUB,94.6687277732176,not reported,19,163.0,41.54,-90.4481
1082.0,1778.9,11504159.0,0.7452880679137025,20.539715554556096,"['SUB', 'SUB', 'SUB', 'SUB']",4,2012,0,Walter Scott Jr Energy Center,11473923.0,14073.312,SUB,99.73716953273978,not reported,19,155.0,41.18,-95.8408
1091.0,1046.0,4163607.0,0.47011756377176606,39.54741873804983,"['SUB', 'SUB', 'SUB']",3,2012,0,George Neal North,4127533.3,9787.925,SUB,99.1335956957532,not reported,19,193.0,42.2998,-96.3617
1104.0,212.0,1163795.0,0.6266665589730335,44.0,['SUB'],1,2012,0,Burlington,1162305.4,4697.12706675,SUB,99.77084889309202,not reported,19,57.0,40.7412,-91.1167
1122.0,108.8,323246.0,0.3819876161476853,34.82536764705878,"['SUB', 'SUB']",2,2012,0,Ames Electric Services Power Plant,295280.32,820.549,SUB,91.34848268688884,not reported,19,169.0,42.0258,-93.6089
1131.0,51.5,13570.0,0.03022635924345477,42.20388349514565,"['BIT', 'BIT']",2,2012,0,Streeter Station,10788.553,153.5086,BIT,79.50296978629329,not reported,19,13.0,42.5267,-92.4394
1167.0,293.5,673161.0,0.34825989338742597,33.66439522998303,"['SUB', 'SUB', 'SUB', 'SUB']",4,2012,0,Muscatine Plant #1,671261.59,1231.7438070247442,SUB,99.71783748529057,not reported,19,139.0,41.3917,-91.0569
1217.0,33.0,3005.0,0.010395046353950464,52.0,['BIT'],1,2012,['NG'],Earl F Wisdom,3005.0,64.146,NG,29.115395794981108,not reported,19,41.0,43.1606,-95.2569
1218.0,62.5,109951.0,0.21948410425859136,47.799999999999955,"['BIT', 'BIT']",2,2012,0,Fair Station,109385.35,2461.46253275,BIT,99.48554536994743,not reported,19,139.0,41.4569,-90.8233
1239.0,87.5,102976.0,0.24423922500923506,59.71428571428578,"['SUB', 'SUB']",2,2012,0,Riverton,96391.741,947.3119999999999,NG,31.27784118482904,not reported,20,21.0,37.0726,-94.6987
1241.0,1578.0,8534221.0,0.6510500082211091,37.26362484157153,"['SUB', 'SUB']",2,2012,0,La Cygne,8522888.290000001,16234.817,SUB,99.86720859469958,not reported,20,107.0,38.3481,-94.6456
1250.0,566.0,3028294.0,0.6193281220294686,44.60070671378094,"['SUB', 'SUB', 'SUB']",3,2012,0,Lawrence Energy Center,3023291.5,2034.953,SUB,99.83480745351775,not reported,20,45.0,39.0072,-95.2692
1252.0,232.0,1190444.0,0.5919910753255061,51.767241379310235,"['SUB', 'SUB']",2,2012,0,Tecumseh Energy Center,1180635.4,3978.575,SUB,99.17605282123176,not reported,20,177.0,39.0539,-95.5689
1295.0,239.1,892105.0,0.5286098476671788,43.04767879548308,"['SUB', 'SUB']",2,2012,0,Quindaro,848263.52,2761.0925970499998,SUB,94.83240316554091,not reported,20,209.0,39.1492,-94.6381
1353.0,1096.8,2661344.0,0.2777066514510216,44.53446389496685,"['BIT', 'BIT']",2,2012,0,Big Sandy,2647586.6,19747.780579587095,BIT,99.48306420390503,not reported,21,127.0,38.1707,-82.6176
1355.0,757.1,2368623.0,0.3660945866202469,44.99735834103831,"['BIT', 'BIT', 'BIT']",3,2012,0,E W Brown,2362257.0,1632.246,BIT,90.29999743796856,not reported,21,167.0,37.7883,-84.7126
1356.0,2225.8999999999996,12175162.0,0.6283222766985342,33.00139269508941,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Ghent,12163105.0,10772.178000000002,BIT,99.9009700163366,not reported,21,41.0,38.7497,-85.035
1357.0,188.6,906273.0,0.5709420712520056,54.98833510074223,"['BIT', 'BIT']",2,2012,0,Green River,904472.15,18989.665,BIT,99.80129011985885,not reported,21,177.0,37.3636,-87.1214
1361.0,75.0,-1407.0,-0.002141552511415525,59.0,['BIT'],1,2012,0,Tyrone,-1399.578,0.0,BIT,0.0,not reported,21,239.0,38.0478,-84.8483
1363.0,644.6,2666318.0,0.47337192347461404,45.74681973316774,"['BIT', 'BIT', 'BIT']",3,2012,['NG'],Cane Run,2653597.4,6127.27048125,BIT,99.5118685311086,not reported,21,111.0,38.1831,-85.8892
1364.0,1717.1999999999998,8361161.0,0.5691014043161254,34.80398322851124,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Mill Creek,8326184.5,30499.067,BIT,99.58167845540784,not reported,21,111.0,38.0525,-85.9103
1374.0,445.3,2400380.0,0.617364284942531,41.66494498091197,"['BIT', 'BIT']",2,2012,0,Elmer Smith,2387290.4,4957.687,BIT,99.45468658992665,not reported,21,59.0,37.7942,-87.0608
1378.0,2558.2,14651945.0,0.6621003978613956,45.85270893597044,"['BIT', 'BIT', 'SUB']",3,2012,0,Paradise,14650519.0,28025.557,BIT,99.99026664386376,not reported,21,177.0,37.2608,-86.9783
1379.0,1750.0,6971038.0,0.5107516792676243,57.90000000000009,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT']",10,2012,0,Shawnee,6959753.4,27114.870000000003,BIT,99.83812149667561,not reported,21,145.0,37.1517,-88.775
1381.0,602.0,3117206.0,0.5968587726894674,42.02159468438549,"['BIT', 'BIT', 'BIT']",3,2012,0,Kenneth C Coleman,3110164.1,5057.513,BIT,99.77409628891563,not reported,21,91.0,37.9631,-86.7911
1382.0,405.0,1865689.0,0.5258855714730113,38.493827160493765,"['BIT', 'BIT']",2,2012,0,HMP&L Station Two Henderson,1861640.6,3714.375,BIT,99.7830090090091,not reported,21,101.0,37.6472,-87.5028
1383.0,96.0,9245.0,0.010993388508371385,46.0,['BIT'],1,2012,0,Robert A Reid,22697.31686468125,808.6310000000001,BIT,77.09707937730161,not reported,21,233.0,37.6461,-87.5019
1384.0,344.0,1462885.0,0.49648767275281885,44.320930232557885,"['BIT', 'BIT']",2,2012,0,Cooper,1460741.8,7428.196,BIT,99.85349354397417,not reported,21,199.0,36.9981,-84.5919
1385.0,216.0,236713.0,0.15191739796347317,54.625,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Dale,236631.94,1758.07,BIT,99.9657576891131,not reported,21,49.0,37.8806,-84.2619
1393.0,614.6,3118384.0,0.5792058390429533,30.000000000000227,['SUB'],1,2012,"['PC', 'PC', 'NG', 'NG']",R S Nelson,2976035.8,18663.03307339679,SUB,47.90598617652406,not reported,22,19.0,30.2861,-93.2917
1552.0,399.8,720323.0,0.21136074161668655,49.952476238118834,"['SUB', 'SUB']",2,2012,['DFO'],C P Crane,712375.5519999999,2173.61512667,SUB,98.87019219245705,not reported,24,5.0,39.3236,-76.3651
1554.0,495.0,1166941.0,0.2708546713931024,47.92323232323224,"['BIT', 'BIT']",2,2012,"['NG', 'RFO', 'DFO']",Herbert A Wagner,1135983.0,7514.4913788799995,BIT,92.42802593511941,not reported,24,3.0,39.1781,-76.5268
1571.0,728.0,1815633.0,0.28580608590569806,47.5,"['BIT', 'BIT']",2,2012,"['RFO', 'RFO']",Chalk Point LLC,1626188.2,4743.232,NG,35.200074660891474,not reported,24,33.0,38.5444,-76.6861
1572.0,588.0,1097620.0,0.21339564212564682,51.66666666666674,"['BIT', 'BIT', 'BIT']",3,2012,0,Dickerson,1089445.0,818.101,BIT,92.1456917757554,not reported,24,31.0,39.2097,-77.4644
1573.0,1252.0,5221170.0,0.48859112478053207,41.5,"['BIT', 'BIT']",2,2012,0,Morgantown Generating Plant,5209271.3,2944.153,BIT,99.71277064513409,not reported,24,17.0,38.3592,-76.9767
1606.0,136.0,106187.0,0.08913090921300026,52.0,['BIT'],1,2012,0,Mount Tom,103778.43,133.602,BIT,97.73176841981888,not reported,25,13.0,42.2806,-72.6055
1619.0,1124.6,1954234.0,0.2106572778136514,45.35728258936456,"['BIT', 'BIT', 'BIT']",3,2012,['RFO'],Brayton Point,1817889.1,9137.192515519999,BIT,89.15524685233684,not reported,25,5.0,41.7103,-71.1931
1626.0,329.6,207712.0,0.16274882334839352,56.98361650485435,"['BIT', 'BIT', 'BIT']",3,2012,['RFO'],Salem Harbor,188328.61,1607.891,BIT,88.3831602767207,not reported,25,9.0,42.5256,-70.8772
1695.0,312.6,1564326.0,0.5750134713352264,55.49999999999977,"['SUB', 'SUB']",2,2012,0,B C Cobb,1545129.084,6091.514,SUB,98.77283117849849,not reported,26,121.0,43.2588,-86.2423
1702.0,544.0,2200017.0,0.9245884393788255,52.0,"['SUB', 'SUB', 'SUB', 'SUB']",4,2012,"['NG', 'NG']",Dan E Karn,2105342.97,6853.276000000001,SUB,92.25572576983318,not reported,26,17.0,43.645,-83.8401
1710.0,1585.8999999999999,7751349.0,0.6030696624165853,38.320890346175474,"['SUB', 'SUB', 'SUB']",3,2012,['DFO'],J H Campbell,7736359.95,21501.194751080002,SUB,99.80660079774395,not reported,26,139.0,42.9103,-86.2007
1720.0,312.6,1565740.0,0.5719995117369431,55.5,"['SUB', 'SUB']",2,2012,0,J C Weadock,1556278.4,6654.8099999999995,SUB,99.39570881342014,not reported,26,17.0,43.6399,-83.8447
1723.0,345.4,1344059.0,0.4471104925279809,59.61551823972172,"['SUB', 'SUB', 'SUB']",3,2012,0,J R Whiting,1338343.7480000001,4885.277,SUB,99.57477336868038,not reported,26,115.0,41.7921,-83.4495
1731.0,121.0,74022.0,0.06983471074380165,44.0,['BIT'],1,2012,0,Harbor Beach,72112.764,587.742,SUB,97.42203428756703,not reported,26,63.0,43.8519,-82.6436
1733.0,3279.6000000000004,15525072.0,0.5529586885883705,39.24917672886977,"['SUB', 'SUB', 'SUB', 'SUB']",4,2012,0,Monroe,15502627.4,49150.98087752,SUB,99.85518815272714,not reported,26,115.0,41.8906,-83.3464
1740.0,650.6,2250795.0,0.4029103991975893,54.449584998463024,"['SUB', 'SUB']",2,2012,0,River Rouge,2151544.0700000003,8202.695812240001,SUB,95.5904074809025,not reported,26,163.0,42.2739,-83.1119
1743.0,1547.0,5428723.0,0.4078682791484806,51.33451842275372,"['SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB']",6,2012,['DFO'],St Clair,5376471.57,28208.668310089997,SUB,99.0610400884931,not reported,26,147.0,42.7642,-82.4719
1745.0,775.5,3454942.0,0.5918266228495871,49.72533849129604,"['SUB', 'SUB', 'SUB']",3,2012,0,Trenton Channel,3450961.3099999996,22426.038,SUB,99.88478148257029,not reported,26,163.0,42.1217,-83.1808
1769.0,450.0,1900500.0,0.4972118827884622,35.200000000000045,"['BIT', 'BIT', 'SUB', 'SUB', 'SUB']",5,2012,0,Presque Isle,1893808.3,6028.223,SUB,99.64789786916712,not reported,26,103.0,46.5789,-87.395
1771.0,23.0,16564.0,0.08454742320496521,54.0,"['BIT', 'BIT']",2,2012,['DFO'],Escanaba,16564.0,268.26622272,BIT,96.65635758884285,not reported,26,41.0,45.7719,-87.065
1825.0,80.0,235415.0,0.3359232305936073,29.0,['BIT'],1,2012,0,J B Sims,233903.37,286.778,BIT,99.35788840164673,not reported,26,139.0,43.0706,-86.235
1830.0,62.8,57715.0,0.16283273526459058,48.74840764331179,"['BIT', 'BIT', 'BIT']",3,2012,0,James De Young,57715.0,394.243575,BIT,100.0,not reported,26,139.0,42.7956,-86.1133
1831.0,375.0,906958.0,0.3457236172320752,48.24533333333329,"['SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB']",6,2012,0,Eckert Station,904435.06,3677.0730000000003,SUB,99.72182427319177,not reported,26,65.0,42.7184,-84.5581
1832.0,154.7,686306.0,0.5064346075627301,39.0,['SUB'],1,2012,0,Erickson Station,685376.08,2685.382,SUB,99.86450387979853,not reported,26,45.0,42.6922,-84.6572
1843.0,77.5,289836.0,0.7320218993680964,34.56129032258059,"['BIT', 'BIT', 'SUB']",3,2012,0,Shiras,289676.097,303.1127,SUB,99.94482914513841,not reported,26,103.0,46.5306,-87.3922
1866.0,43.5,62931.0,0.22450413834227756,36.04597701149419,"['BIT', 'BIT']",2,2012,['NG'],Wyandotte,39282.418,326.43402614,NG,38.33630109085828,not reported,26,163.0,42.2081,-83.1453
1891.0,116.0,368366.0,0.36313767101056355,59.0,"['SUB', 'SUB']",2,2012,0,Syl Laskin,364983.22,262.006,SUB,99.0816799028186,not reported,27,137.0,47.5306,-92.1619
1893.0,1072.5,7260677.0,0.7740233752163176,37.316083916083926,"['SUB', 'SUB', 'SUB', 'SUB']",4,2012,0,Clay Boswell,7245466.3,4645.027,SUB,99.79050565142562,not reported,27,61.0,47.2611,-93.6528
1904.0,276.79999999999995,1228921.0,0.5126283143584118,54.05202312138704,"['SUB', 'SUB']",2,2012,['NG'],Black Dog,1213665.1,2796.4449999999997,SUB,87.29211924368411,not reported,27,37.0,44.8108,-93.2501
1915.0,598.4,3364279.0,0.6417949768637218,54.0,['SUB'],1,2012,0,Allen S King,3357881.4,1637.942,SUB,99.80983696740148,not reported,27,163.0,45.03,-92.7786
1943.0,129.4,656222.0,0.5789174198419321,50.1020092735705,"['SUB', 'SUB']",2,2012,['WAT'],Hoot Lake,655694.52,2657.562,SUB,99.52755739140935,not reported,27,111.0,46.2906,-96.0433
1979.0,35.9,126382.0,0.46320644323181775,30.61002785515325,"['SUB', 'SUB', 'SUB']",3,2012,0,Hibbing,67851.215,164.10130869355834,SUB,53.68772521340271,not reported,27,137.0,47.4294,-92.935
2008.0,99.0,5373.0,0.011986365289123583,48.404040404040416,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Silver Lake,2323.285,417.51831074999996,BIT,43.23999627768472,not reported,27,109.0,44.0282,-92.4604
2018.0,30.2,133752.0,0.5857504011087212,42.44039735099341,"['SUB', 'SUB', 'SUB']",3,2012,0,Virginia,32343.571,91.56803887292645,WDS,24.18174756265327,not reported,27,137.0,47.5224,-92.541
2022.0,18.0,30181.0,0.1914066463723998,42.0,['SUB'],1,2012,['NG'],Willmar,26425.906,150.45854664828826,SUB,69.94311047588799,not reported,27,67.0,45.1217,-95.0532
2049.0,877.2,1910109.0,0.28407541985399265,40.705426356589214,"['BIT', 'BIT']",2,2012,"['NG', 'NG', 'NG']",Jack Watson,1636130.0,23117.475,BIT,83.45094042017627,not reported,28,47.0,30.4392,-89.0286
2076.0,231.5,1167969.0,0.6265497862807704,40.70755939524838,"['SUB', 'SUB']",2,2012,0,Asbury,1167057.3490000002,6261.08,SUB,99.92194758440061,not reported,29,97.0,37.3613,-94.5893
2079.0,594.3,3759005.0,0.7220430082741908,43.0,['SUB'],1,2012,"['NG', 'NG']",Hawthorn,3754832.3,1576.598,SUB,94.54069821241092,not reported,29,95.0,39.1306,-94.4778
2080.0,564.0,1801535.0,0.36592816888312973,51.33333333333326,"['SUB', 'SUB', 'SUB']",3,2012,0,Montrose,1791608.6,6445.198,SUB,99.44900133426992,not reported,29,83.0,38.3114,-93.9348
2094.0,524.0,2210495.0,0.5046841907966114,44.612595419847366,"['SUB', 'SUB', 'SUB']",3,2012,0,Sibley,2187710.407,6094.828,SUB,98.96925586919934,not reported,29,95.0,39.1783,-94.1844
2098.0,90.0,369231.0,0.46832952815829526,46.0,['SUB'],1,2012,0,Lake Road,281702.82,1521.1771728,SUB,79.68204912141817,not reported,29,21.0,39.7246,-94.8773
2103.0,2389.4,15350931.0,0.7411382872132652,40.46040847074573,"['SUB', 'SUB', 'SUB', 'SUB']",4,2012,0,Labadie,15337230.0,42234.653999999995,SUB,99.91074501228157,not reported,29,71.0,38.5622,-90.8377
2104.0,923.0,4046494.0,0.5046106287653344,53.86078006500543,"['SUB', 'SUB', 'SUB', 'SUB']",4,2012,0,Meramec,4035035.9,9533.785,SUB,99.6837060688913,not reported,29,189.0,38.4017,-90.3358
2107.0,1099.4,4905611.0,0.5094842318520278,44.50000000000023,"['SUB', 'SUB']",2,2012,0,Sioux,4903482.2,2658.454,SUB,99.95660422345252,not reported,29,183.0,38.9155,-90.2902
2123.0,38.5,39081.0,0.1327923213125417,50.42857142857133,"['BIT', 'BIT']",2,2012,['NG'],Columbia,39017.267,351.0688587,BIT,87.90642559423229,not reported,29,19.0,38.9646,-92.3168
2132.0,115.0,112752.0,0.14697909038435245,50.043478260869506,"['BIT', 'BIT', 'BIT']",3,2012,0,Blue Valley,111239.96,4666.35188575,BIT,98.6589657303028,not reported,29,95.0,39.0919,-94.3261
2144.0,22.5,690.0,0.004773765047737651,47.933333333333394,"['BIT', 'BIT']",2,2012,['NG'],Marshall,136.909,5.15941175,NG,7.313514957264957,not reported,29,195.0,39.1228,-93.2064
2161.0,253.0,651033.0,0.34167130020701286,47.42292490118575,"['SUB', 'SUB', 'SUB', 'SUB', 'SUB']",5,2012,0,James River Power Station,530776.54,1724.0171647500001,SUB,76.55821017801867,not reported,29,77.0,37.1086,-93.2619
2167.0,1300.0,7762886.0,0.6817831181498314,37.5,"['SUB', 'SUB']",2,2012,0,New Madrid,7758886.6,14399.142,SUB,99.94848010154949,not reported,29,143.0,36.5147,-89.5617
2168.0,1181.7,7095204.0,0.6872298953474018,35.31708555470914,"['SUB', 'SUB', 'SUB']",3,2012,0,Thomas Hill,7093271.5,15389.307,SUB,99.97276306649334,not reported,29,175.0,39.5522,-92.6381
2169.0,59.0,287863.0,0.7454131404675146,53.77966101694915,"['BIT', 'SUB']",2,2012,0,Chamois,287536.697,999.87067628,SUB,99.88664573156922,not reported,29,151.0,38.6839,-91.7558
2171.0,46.0,15287.0,0.03795631467585994,58.0,"['BIT', 'BIT']",2,2012,0,Missouri City,15094.708,678.9441302,BIT,98.74212075619808,not reported,29,47.0,39.2315,-94.308
2187.0,172.8,718795.0,0.47485083185354304,44.0,['SUB'],1,2012,0,J E Corette Plant,717843.97,1950.961,SUB,99.86769051054785,not reported,30,111.0,45.7756,-108.481
2240.0,130.0,452526.0,0.4090838112813409,39.90769230769229,"['SUB', 'SUB', 'SUB']",3,2012,['NG'],Lon Wright,441259.44,1397.478764,SUB,97.12354112941989,not reported,31,53.0,41.4281,-96.4623
2277.0,228.7,1029087.0,0.5167352104551215,48.902929602098766,"['SUB', 'SUB']",2,2012,0,Sheldon,1027781.7,2760.2470000000003,SUB,99.87316086793189,not reported,31,109.0,40.5589,-96.7847
2291.0,644.7,3038759.0,0.5429454167850398,50.02605863192207,"['SUB', 'SUB', 'SUB', 'SUB', 'SUB']",5,2012,0,North Omaha,3022942.4,11377.163,SUB,99.47950534693574,not reported,31,55.0,41.3291,-95.9447
2324.0,636.8,1384415.0,0.36752434730019745,36.16080402010061,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Reid Gardner,1349735.582,759.3389999999999,BIT,97.49501086750699,not reported,32,3.0,36.6573,-114.6333
2364.0,459.20000000000005,1186136.0,0.29807893859526546,45.9790940766552,"['BIT', 'BIT']",2,2012,0,Merrimack,1185687.8,1004.2460284,BIT,99.94999304646214,not reported,33,13.0,43.1411,-71.4692
2367.0,100.0,95205.0,0.10868253621900732,57.5,"['BIT', 'BIT']",2,2012,"['WDS', 'JF']",Schiller,82029.357,736.46725445,WDS,18.935284672919003,not reported,33,15.0,43.0978,-70.7842
2378.0,299.2,166152.0,0.06434013531596475,48.909090909090764,"['BIT', 'BIT']",2,2012,['RFO'],B L England,162179.737,1042.95494796,BIT,94.10834553906281,not reported,34,9.0,39.2908,-74.6364
2403.0,659.7,838080.0,0.14502233269169673,44.0,['BIT'],1,2012,0,PSEG Hudson Generating Station,223526.97600000002,138.88,BIT,26.74717897026661,not reported,34,17.0,40.7478,-74.0722
2408.0,652.8,347969.0,0.06146505354422348,51.5,"['BIT', 'BIT']",2,2012,0,PSEG Mercer Generating Station,265473.22,158.951,BIT,76.29465438807131,not reported,34,21.0,40.1792,-74.7339
2442.0,2269.6,13741385.0,0.69260074779161,44.20237046175521,"['SUB', 'SUB', 'SUB', 'SUB', 'SUB']",5,2012,0,Four Corners,13686642.4,11144.34,SUB,99.60162117336252,not reported,35,45.0,36.69,-108.4814
2451.0,1848.0,10231960.0,0.6368165961046537,33.896103896103796,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,San Juan,10188773.0,4603.969,BIT,99.57792332844423,not reported,35,45.0,36.8006,-108.4386
2480.0,386.5,311890.0,0.0923651037931794,48.04476067270389,"['BIT', 'BIT']",2,2012,"['RFO', 'RFO']",Danskammer Generating Station,289588.5,1425.19182,BIT,90.2299459408933,not reported,36,71.0,41.5712,-73.975
2526.0,75.0,0.0,0.0,61.0,['BIT'],1,2012,0,GMMM Westover,0.0,0.0,BIT,0.0,not reported,36,7.0,42.1117,-75.9747
2527.0,112.5,0.0,0.0,59.0,['BIT'],1,2012,0,GMMGreenidge LLC,0.0,0.0,not reported,0.0,not reported,36,123.0,42.6789,-76.9483
2535.0,322.5,466704.0,0.16588451035913543,55.444651162790706,"['BIT', 'BIT']",2,2012,0,Cayuga Operating Company,463813.3,1544.92,BIT,99.38061468837306,not reported,36,109.0,42.6028,-76.6336
2549.0,400.0,707472.0,0.20425782625968103,54.5,"['SUB', 'SUB']",2,2012,0,C R Huntley Generating Station,703836.79,2715.544,SUB,99.48616906393468,not reported,36,29.0,42.97,-78.93
2554.0,627.2,621795.0,0.13266322035861305,55.408163265306484,"['SUB', 'SUB', 'SUB', 'SUB']",4,2012,0,Dunkirk Generating Plant,618126.7,2165.442,SUB,99.4100459201984,not reported,36,13.0,42.4915,-79.3466
2706.0,413.6,1810736.0,0.5003137868924615,44.49661508704094,"['BIT', 'BIT']",2,2012,0,Asheville,1806501.5,1814.748,BIT,89.31558652115827,not reported,37,21.0,35.4731,-82.5417
2712.0,2558.2,13962988.0,0.6296017322828772,39.36908763974634,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Roxboro,13943232.0,13372.574,BIT,99.85851215300316,not reported,37,145.0,36.4833,-79.0731
2713.0,671.6,1281857.0,0.22703525913962386,45.862864800476245,"['BIT', 'BIT', 'BIT']",3,2012,0,L V Sutton Steam,1271198.4,10334.071,BIT,99.1940386817223,not reported,37,129.0,34.2831,-77.9853
2718.0,1155.0,1948724.0,0.24460939213719357,52.85714285714289,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,2012,0,G G Allen,1933482.6,707.328,BIT,99.21787754769632,not reported,37,71.0,35.1897,-81.0122
2720.0,250.0,219929.0,0.11164015560355914,59.0,"['BIT', 'BIT']",2,2012,0,Buck,216641.57,1420.298,NG,4.938290509947419,not reported,37,159.0,35.7133,-80.3767
2721.0,2280.4,1181769.0,0.22173066534078645,0.0,"['BIT', 'BIT', 'BIT']",3,2012,0,Cliffside,1180133.8,298.775,BIT,99.86163454487755,not reported,37,45.0,35.22,-81.7594
2727.0,1996.0,9614619.0,0.5773063387703877,43.90280561122245,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Marshall,9597316.3,4599.068,BIT,99.82003803710388,not reported,37,35.0,35.5975,-80.9658
2732.0,466.0,156511.0,0.04103137443525113,58.8583690987125,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Riverbend,152997.12,1548.702,BIT,97.75542795314261,not reported,37,71.0,35.36,-80.9742
2790.0,115.0,476956.0,0.5256493659597056,52.130434782608745,"['LIG', 'LIG']",2,2012,0,R M Heskett,475868.462,2906.1618,LIG,99.77198337001322,not reported,38,59.0,46.8669,-100.8836
