ORISPL,NAMEPCAP,GENNTAN,weighted_coal_CAPFAC,weighted_coal_AGE,coal_FUELS,num_coal_GENS,YEAR,NONcoal_FUELS,PNAME,PLGENACL,PLSO2AN,PLPRMFL,PLCLPR,SECTOR,FIPSST,FIPSCNTY,LAT,LON
50398.0,71.2,347865.0,0.5577333769432046,31.0,['BIT'],1,2012,['BLQ'],International Paper Savanna Mill,138572.11,1133.185207862336,BLQ,21.29166381702744,not reported,13,51.0,32.1004,-81.1242
50410.0,67.0,70191.0,0.11959210795338376,26.0,['WC'],1,2012,0,Chester Operations,33523.787,48.01310756879288,WC,47.76080551637674,not reported,42,45.0,39.8437,-75.3588
50456.0,12.5,48232.0,0.4404748858447489,47.0,['BIT'],1,2012,0,Procter & Gamble Cincinnati Plant,43546.712,203.62911513002499,BIT,90.28593464919555,not reported,39,61.0,39.175,-84.5042
50476.0,15.7,101579.0,0.7482237058298714,46.038216560509454,"['BIT', 'BIT']",2,2012,0,Packaging of America Tomahawk Mill,37886.782,685.4690595863174,WDS,33.91013989456442,not reported,55,69.0,45.4431,-89.7342
50481.0,194.3,1146194.0,0.7040354738461095,42.06948018528033,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT', 'BIT']",19,2012,0,Tennessee Eastman Operations,1118717.6,4138.461112665224,BIT,97.60281511998052,not reported,47,163.0,36.5219,-82.5431
50491.0,123.0,413677.0,0.530055111685207,51.34146341463406,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,PPG Natrium Plant,382046.46,4710.703443160616,BIT,92.3537906953147,not reported,54,51.0,39.7475,-80.8547
50611.0,36.0,201267.0,0.6382134703196347,25.0,['WC'],1,2012,0,Westwood Generation LLC,200115.95,271.579,WC,99.42809997521898,not reported,42,107.0,40.6191,-76.45
50636.0,0.6,2216.0,0.4216133942161339,53.00000000000023,['BIT'],1,2012,0,Wausau Paper Mills LLC,850.527,4.28581775,NG,5.33613777526821,not reported,27,35.0,46.3758,-94.1817
50651.0,101.1,78948.0,0.8207783013486979,19.857566765578667,"['BIT', 'BIT']",2,2012,0,Syracuse Energy,78776.007,225.00938979999998,BIT,99.78148798459411,not reported,36,67.0,43.0653,-76.2086
50711.0,13.0,53643.0,0.5338043515517251,34.923076923076906,"['SUB', 'SUB', 'SUB']",3,2012,['DFO'],University of Alaska Fairbanks,46073.825,55.590839825659266,SUB,82.99472752527873,not reported,2,90.0,64.8542,-147.8221
50776.0,94.0,660868.0,0.8025697075682502,20.0,['WC'],1,2012,0,Panther Creek Energy Facility,660050.39,401.57921317244956,WC,99.87628225322412,not reported,42,25.0,40.8556,-75.8781
50835.0,70.0,492294.0,0.8028277886497065,22.0,['BIT'],1,2012,0,TES Filer City Station,331633.08,516.132898887661,BIT,67.36484254917889,not reported,26,101.0,44.2173,-86.2891
50879.0,48.0,357436.0,0.8500665905631659,24.0,['WC'],1,2012,0,Wheelabrator Frackville Energy,357436.0,475.547,WC,100.0,not reported,42,107.0,40.7824,-76.1762
50888.0,114.1,808859.0,0.8092506773278266,17.0,['WC'],1,2012,0,Northampton Generating Company LP,747452.92,473.713,WC,92.4083088365524,not reported,42,95.0,40.6917,-75.4792
50900.0,65.5,459381.0,0.8483880479812983,44.0,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,['BLQ'],Covington Facility,268815.45,2211.372803963039,BIT,39.834058479233995,not reported,51,580.0,37.7997,-79.9947
50903.0,7.4,37685.47,0.581350580032087,28.0,['BIT'],1,2012,0,Sagamore Plant Cogeneration,37685.47,507.53077378412905,BIT,100.0,not reported,18,157.0,40.4439,-86.86
50933.0,9.3,45887.0,0.5632518289389699,54.0,['BIT'],1,2012,0,Rhinelander Mill,30221.829,359.55875555946454,BIT,59.0604619804186,not reported,55,85.0,45.6394,-89.4205
50951.0,58.1,418235.0,0.8217507996762,19.0,['WC'],1,2012,0,Sunnyside Cogen Associates,417516.61,1446.6355136646055,WC,99.82823340862547,not reported,49,7.0,39.5472,-110.3917
50969.0,53.0,74981.0,0.2594811387167653,31.207547169811278,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,MU Combined Heat and Power Plant,68442.796,1854.3126079864544,BIT,42.929145968187065,not reported,29,19.0,38.9461,-92.3328
50974.0,94.7,683328.0,0.8237115042455627,19.0,['WC'],1,2012,0,Scrubgrass Generating Company LP,681927.56,1384.5795262605418,BIT,99.79505523119896,not reported,42,121.0,41.2691,-79.8134
50976.0,395.4,802532.0,0.23169762774186248,16.999999999999773,['BIT'],1,2012,0,Indiantown Cogeneration LP,777535.54,991.5567047154915,BIT,96.88530052384203,not reported,12,85.0,27.0389,-80.5125
52007.0,139.8,170551.0,0.1423350251738415,20.0,"['BIT', 'BIT']",2,2012,0,Mecklenburg Power Station,168395.67,126.72262515331272,BIT,98.73625542351704,not reported,51,117.0,36.6,-78.53
52017.0,4.0,0.0,0.0,57.5,"['BIT', 'BIT']",2,2012,0,Menominee Acquisition,2672.35,11.142102075,BIT,100.0,not reported,26,109.0,45.0975,-87.5958
52048.0,11.0,23455.0,0.4001940227655164,23.59090909090901,"['BIT', 'BIT']",2,2012,0,Vanderbilt University Power Plant,20233.71,162.71777505187518,BIT,28.684654360413486,not reported,47,37.0,36.1459,-86.8038
52071.0,661.5,4372741.0,0.7546052109326734,2.0,['LIG'],1,2012,0,Sandow No 5,4363888.0,2152.598,LIG,99.79754065119717,not reported,48,331.0,30.5681,-97.0614
52072.0,24.0,29549.0,0.2030615291742792,22.0,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Radford Army Ammunition Plant,29394.77,291.24206166952007,BIT,99.47805340282243,not reported,51,121.0,37.1804,-80.5428
52089.0,27.2,151381.0,0.7530237707998725,61.44117647058829,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Celanese Acetate LLC,125527.58,790.3432280949855,BIT,82.92071779692058,not reported,51,71.0,37.3439,-80.765
54004.0,45.0,176429.0,0.4475621511922882,23.0,['BIT'],1,2012,['NG'],Dublin Mill,27541.987,550.712026053816,SLW,9.343083239821041,not reported,13,175.0,32.5036,-82.8443
54035.0,182.3,1138722.0,0.7130614146484419,18.0,['BIT'],1,2012,0,Roanoke Valley Energy Facililty I,1135172.0,429.6566835834115,BIT,99.68824358549189,not reported,37,83.0,36.4364,-77.6167
54081.0,229.6,202676.0,0.10415092597016787,20.0,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Spruance Genco LLC,202676.0,71.56850533927594,BIT,100.0,not reported,51,760.0,37.4556,-77.4308
54098.0,12.0,44104.0,0.419558599695586,45.0,['BIT'],1,2012,"['BLQ', 'BLQ', 'BLQ']",Kaukauna Paper Mill,49226.343,907.6181368591547,BIT,33.91411849810541,not reported,55,87.0,44.2826,-88.2534
54144.0,36.2,270528.0,0.8530992204646939,20.0,['WC'],1,2012,0,Piney Creek Project,265020.89,866.8445936095494,WC,97.96430980923003,not reported,42,31.0,41.1764,-79.4414
54201.0,46.0,130571.0,0.4074604249136746,29.56304347826085,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Iowa State University,130571.0,1337.3566516699168,BIT,100.0,not reported,19,169.0,42.0275,-93.6394
54210.0,13.3,59401.0,0.5098448175232602,22.0,['SUB'],1,2012,0,American Crystal Sugar Hillsboro,59400.86,140.95298212925476,SUB,100.0,not reported,38,97.0,47.437,-97.0629
54211.0,5.0,0.0,0.0,58.799999999999955,"['SUB', 'SUB']",2,2012,0,American Crystal Sugar Moorhead,46948.0,85.741149533459,SUB,100.0,not reported,27,27.0,46.9026,-96.7611
54212.0,6.5,0.0,0.0,48.30769230769238,"['SUB', 'SUB']",2,2012,0,American Crystal Sugar Crookston,31658.86,66.1386828375,SUB,100.0,not reported,27,119.0,47.7645,-96.6347
54213.0,6.0,0.0,0.0,47.0,['SUB'],1,2012,0,American Crystal Sugar Drayton,0.0,0.0,SUB,0.0,not reported,38,67.0,48.5928,-97.1762
54214.0,7.5,0.0,0.0,22.0,"['SUB', 'SUB']",2,2012,0,American Crystal Sugar East Grand Forks,33263.24,99.51356130625001,SUB,100.0,not reported,27,119.0,47.9276,-97.0041
54216.0,12.5,0.0,0.0,44.0,['BIT'],1,2012,['BLQ'],U S Alliance Coosa Pines,24932.618,485.20077912799997,BLQ,29.69547528018961,not reported,1,121.0,33.3281,-86.3568
54235.0,14.0,0.0,0.0,72.0,"['BIT', 'BIT', 'BIT']",3,2012,0,Rittman Paperboard,0.0,0.0,not reported,0.0,not reported,39,169.0,40.9692,-81.7736
54238.0,54.0,0.0,0.0,25.0,['BIT'],1,2012,0,Port of Stockton Energy Facility,0.0,0.0,BIT,0.0,not reported,6,77.0,37.943633,-121.330433
54276.0,52.0,34824.0,0.1419765166340509,0.0,"['BIT', 'BIT']",2,2012,0,Univ of NC Chapel Hill Cogen Facility,28831.061,149.3986515788,BIT,82.79077934757639,not reported,37,135.0,35.9069,-79.0617
54304.0,258.3,406071.0,0.1794623963852163,16.0,['BIT'],1,2012,0,Birchwood Power,398304.22,190.6843493385761,BIT,98.08733351470721,not reported,51,99.0,38.2667,-77.3147
54318.0,30.0,222193.0,0.8458502171460204,39.5,"['BIT', 'BIT']",2,2012,0,General Chemical,193861.95,773.7675397331359,BIT,87.24925144329202,not reported,56,37.0,41.5933,-109.7542
54335.0,1.5,6586.3,0.5012404870624049,34.0,['BIT'],1,2012,0,Morton Salt Rittman,6463.818,130.01685322242503,BIT,98.14035194266887,not reported,39,169.0,40.9692,-81.7756
54407.0,2.0,0.0,0.0,61.0,"['BIT', 'BIT']",2,2012,0,Waupun Correctional Central Heating Plt,1567.0,26.404133028,BIT,100.0,not reported,55,27.0,43.6233,-88.7297
54408.0,9.7,0.0,0.0,46.99999999999977,['BIT'],1,2012,0,UW Madison Charter Street Plant,594.41,21.323949679532504,NG,6.033216643034258,not reported,55,25.0,43.0704,-89.4049
54533.0,7.5,12779.0,0.19450532724505326,36.0,['SUB'],1,2012,0,Southern Minnesota Beet Sugar,11229.327,114.77757432409449,SUB,87.87328429454575,not reported,27,129.0,44.7964,-95.1798
54556.0,45.0,290403.0,0.7376312311515077,21.0,"['BIT', 'BIT']",2,2012,0,Ingredion Illinois,290360.31,433.7294298477189,BIT,98.86087141175486,not reported,17,31.0,41.7775,-87.8233
54634.0,99.2,706609.0,0.813136369494771,22.0,['WC'],1,2012,0,St Nicholas Cogen Project,704391.91,1396.2546312679515,WC,99.6862351035916,not reported,42,107.0,40.8222,-76.1736
54690.0,8.7,0.0,0.0,50.0919540229886,"['BIT', 'BIT', 'BIT']",3,2012,0,Amalgamated Sugar LLC Nampa,41423.85,95.38462188423502,BIT,100.0,not reported,16,27.0,43.6058,-116.5753
54755.0,57.8,338606.0,0.6687483212463068,17.0,['BIT'],1,2012,0,Roanoke Valley Energy Facility II,338352.69,118.94309143734213,BIT,99.925191224537,not reported,37,83.0,36.4364,-77.6167
54775.0,21.0,36611.0,0.5122289146157842,44.42857142857133,"['BIT', 'BIT', 'BIT']",3,2012,0,University of Iowa Main Power Plant,21947.505,257.73456854228596,BIT,59.82698522301742,not reported,19,103.0,41.6572,-91.54
54780.0,47.0,58393.0,0.32118437231179586,21.88297872340422,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,2012,"['NG', 'NG']",University of Illinois Abbott Power Plt,31073.441,50.51713903850664,NG,12.039780982703332,not reported,17,19.0,40.1052,-88.2415
54857.0,11.8,0.0,0.0,53.08474576271192,"['BIT', 'BIT']",2,2012,0,Niagara Mill,0.0,0.0,WAT,0.0,not reported,55,75.0,45.7725,-87.9936
54867.0,6.2,32227.0,0.5933679481514215,82.0,['BIT'],1,2012,0,Neenah Paper Munising Mill,32226.751,95.34552129989102,BIT,99.99922735594377,not reported,26,3.0,46.4094,-86.6443
54965.0,2.0,0.0,0.0,44.0,['BIT'],1,2012,0,Cargill Salt,7745.889,39.2980845746125,BIT,86.81727089932147,not reported,26,147.0,42.8183,-82.4856
55076.0,513.7,2763101.0,0.6140208070556257,11.0,['LIG'],1,2012,0,Red Hills Generating Facility,2756925.3,3036.717,LIG,99.77649293522431,not reported,28,19.0,33.3761,-89.2183
55245.0,18.0,46580.0,0.30478958558392527,43.0,"['BIT', 'BIT', 'BIT']",3,2012,0,Tuscola Station,44741.157,1169.7291939098905,BIT,96.0537671639607,not reported,17,41.0,39.7982,-88.3498
55360.0,320.0,0.0,0.0,-4.0,['WC'],1,2012,0,Two Elk Generating Station,0.0,0.0,WC,0.0,not reported,56,5.0,43.7175,-105.4975
55479.0,88.0,684671.0,0.8881680676629307,9.0,['SUB'],1,2012,0,Wygen 1,683671.4,393.957,SUB,99.85400301729443,not reported,56,5.0,44.2858,-105.3833
55749.0,115.7,467197.0,0.4609592987690571,6.0,['SUB'],1,2012,0,Hardin Generator Project,467195.85,299.978,SUB,99.99975385115914,not reported,30,3.0,45.7578,-107.6
55821.0,329.0,0.0,0.0,0.0,"['SGC', 'SGC']",2,2012,['NG'],Curtis H Stanton Energy Center,0.0,4.83,NG,0.0,not reported,12,95.0,28.4882,-81.1669
55856.0,1766.0,3263897.0,0.26060126990837335,0.0,"['BIT', 'BIT']",2,2012,0,Prairie State Generatng Station,3263897.0,2701.964,BIT,100.0,not reported,17,189.0,38.2792,-89.6669
56068.0,1402.6,1951956.0,0.19459976991536732,1.5,"['BIT', 'BIT']",2,2012,0,Elm Road Generating Station,1945056.7,128.742,BIT,99.64654239802431,not reported,55,79.0,42.8492,-87.8336
56163.0,182.0,455557.0,0.3914629190813753,61.82967032967031,"['BIT', 'BIT', 'BIT', 'BIT']",4,2012,0,Kennecott Power Plant,405286.15,1342.366365806414,BIT,65.4818481660327,not reported,49,35.0,40.7119,-112.1225
56224.0,242.0,1120719.0,0.5286609872070644,4.0,['SUB'],1,2012,0,TS Power Plant,1115054.2,214.73,SUB,99.49453495634052,not reported,32,11.0,40.7461,-116.5297
56319.0,95.0,587832.0,0.7063590483056957,4.0,['SUB'],1,2012,0,Wygen 2,585609.28,164.818,SUB,99.62187852927686,not reported,56,5.0,44.2919,-105.3811
56452.0,350.0,0.0,0.0,-4.0,['BIT'],1,2012,0,Medicine Bow Fuel & Power LLC,0.0,0.0,BIT,0.0,not reported,56,7.0,42.046111,-106.193611
56453.0,165.0,0.0,0.0,-4.0,['BIT'],1,2012,0,Robinson Power Company LLC,0.0,0.0,BIT,0.0,not reported,42,125.0,40.409167,-80.298055
56454.0,760.0,0.0,0.0,-6.0,['SGC'],1,2012,0,Taylorville Energy Center,0.0,0.0,SGC,0.0,not reported,17,21.0,39.586944,-89.266388
56455.0,41.0,0.0,0.0,-6.0,['WC'],1,2012,0,WMPI Pty LLC,0.0,0.0,WC,0.0,not reported,42,107.0,40.793056,-76.3725
56456.0,720.0,4366528.0,0.6923084728564181,2.0,['SUB'],1,2012,0,Plum Point Energy Station,4353100.7,3153.244,SUB,99.69249550003455,not reported,5,93.0,35.6644,-89.9489
56564.0,609.0,294975.0,0.05529219245563129,0.0,['SUB'],1,2012,0,John W Turk Jr Power Plant,278580.06,49.308,SUB,94.4419218766271,not reported,5,57.0,33.6497,-93.8119
56596.0,116.2,855131.0,0.8400834256792336,2.0,['SUB'],1,2012,0,Wygen III,853966.17,325.872,SUB,99.86378367726999,not reported,56,5.0,44.2919,-105.3806
56609.0,390.0,3093371.0,0.9054475471256294,1.0,['SUB'],1,2012,0,Dry Fork Station,3088682.9,691.514,SUB,99.8484462106817,not reported,56,5.0,44.3889,-105.4608
56611.0,957.6,0.0,0.0,-1.0,['SUB'],1,2012,0,Sandy Creek Energy Station,104209.2968,4954.75,SUB,100.0,not reported,48,309.0,31.4744,-96.9571
56642.0,1500.0,0.0,0.0,0.0,"['SUB', 'SUB']",2,2012,0,Ely Energy Center,0.0,0.0,SUB,0.0,not reported,32,33.0,39.5,-114.783333
56664.0,580.0,0.0,0.0,0.0,['WC'],1,2012,0,Greene Energy Resource Recovery Project,0.0,0.0,WC,0.0,not reported,42,59.0,39.883611,-79.916944
56671.0,807.5,4167850.0,0.5892036699322843,1.0,['BIT'],1,2012,0,Longview Power LLC,4139218.4,954.835,BIT,99.31303638780919,not reported,54,61.0,39.7079,-79.959
56675.0,850.0,0.0,0.0,-6.0,['SUB'],1,2012,0,Plant Washington,0.0,0.0,SUB,0.0,not reported,13,303.0,33.064722,-82.745
56785.0,6.3,9095.69,0.16481282162789013,36.0,['BIT'],1,2012,0,Virginia Tech Power Plant,9095.69,45.11233473190479,BIT,100.0,not reported,51,121.0,37.2319,-80.4211
56786.0,106.2,0.0,0.0,-2.0,['LIG'],1,2012,0,Spiritwood Station,0.0,0.0,LIG,0.0,not reported,38,93.0,46.926423,-98.499713
56808.0,668.0,1132616.0,0.19355398791458178,0.0,['BIT'],1,2012,0,Virginia City Hybrid Energy Center,1124476.3,167.85,BIT,99.28134024917563,not reported,51,195.0,36.9164,-82.3381
57037.0,839.8,0.0,0.0,-2.0000000000002274,"['SGC', 'SGC', 'SGC']",3,2012,0,Kemper County IGCC Project,0.0,0.0,SGC,0.0,not reported,28,69.0,32.654722,-88.762222
57046.0,71.4,298511.0,0.4772632797411202,2.0000000000002274,['SUB'],1,2012,0,Archer Daniels Midland Columbus,287499.84,381.4227585594753,SUB,96.31130446575634,not reported,31,141.0,41.4164,-97.2863
57907.0,30.0,0.0,0.0,27.0,"['BIT', 'BIT']",2,2012,0,Colton Plant,0.0,0.0,BIT,0.0,not reported,6,71.0,34.059722,-117.345278
57914.0,4.0,0.0,0.0,62.0,"['LIG', 'LIG']",2,2012,0,Sidney MT Plant,8652.4,393.15645,LIG,100.0,not reported,30,83.0,47.7172,-104.1356
57915.0,41.0,240617.0,0.7087104284231931,42.56097560975604,"['SUB', 'SUB', 'SUB', 'SUB', 'SUB', 'SUB']",6,2012,0,FMC Westvaco,214450.29,9257.22812175,SUB,89.1251008178286,not reported,56,37.0,41.6217,-109.8119
57917.0,12.6,31189.0,0.5651409726752192,52.50000000000023,"['BIT', 'BIT']",2,2012,0,Bayer CropScience Institute Plant,31188.624,1692.22911,BIT,100.0,not reported,54,39.0,38.3808,-81.7725
57918.0,3.4,0.0,0.0,67.0,"['BIT', 'BIT', 'BIT']",3,2012,0,Jacksonville Developmental Center,4322.0,893.76,BIT,100.0,not reported,17,137.0,39.7167,-90.2372
57919.0,28.0,46682.0,0.1903212654924984,55.0,['BIT'],1,2012,['NG'],Sonoco Products Co,42620.882,915.2384203999998,BIT,53.2774344358609,not reported,45,31.0,34.3853,-80.0678
57926.0,2.0,0.0,0.0,9.0,"['BIT', 'BIT']",2,2012,0,Heat Plant 770,2394.93,573.2911799999999,BIT,100.0,not reported,39,57.0,39.7941,-84.0805
57928.0,3.5,16561.78,0.5401754729288976,14.0,['BIT'],1,2012,0,SIUC,16561.78,2998.94784,BIT,100.0,not reported,17,77.0,37.7119,-89.215
57932.0,3.0,266.0,0.010121765601217657,31.0,['BIT'],1,2012,0,Wentzville Assembly & Contiguous,266.0,2736.97356,BIT,100.0,not reported,29,183.0,38.82,-90.8181
57936.0,6.0,0.0,0.0,33.0,['BIT'],1,2012,0,Albany Brewery,0.0,901.68353086,BIT,0.0,not reported,13,95.0,31.5928,-84.0895
57937.0,5.0,0.0,0.0,25.0,['SUB'],1,2012,0,Western Sugar Coop - Scottsbluff,0.0,689.8514000000001,SUB,0.0,not reported,31,157.0,41.8589,-103.6344
57940.0,7.5,0.0,0.0,26.0,['BIT'],1,2012,0,Wausau Paper Middletown,0.0,2381.03155,BIT,0.0,not reported,39,17.0,39.52,-84.4062
57944.0,12.4,25600.0,0.24589920850824862,55.00000000000023,"['BIT', 'BIT']",2,2012,0,Goddard Steam Plant,9849.56,1317.73445655,RFO,38.47484375,not reported,24,17.0,38.5868,-77.1731
57949.0,2.5,0.0,0.0,26.40000000000009,"['BIT', 'BIT']",2,2012,0,MSC Sebewaing,0.0,410.514,BIT,0.0,not reported,26,63.0,43.7411,-83.4472
57950.0,1.3,2189.29,0.19224534597822268,64.0,['BIT'],1,2012,0,MSC Croswell,2189.29,254.66174999999998,BIT,100.0,not reported,26,151.0,43.2664,-82.6192
57967.0,2.0,2640.0,0.1506849315068493,34.0,['SUB'],1,2012,0,Western Sugar Coop - Torrington,2640.0,107.6607,SUB,100.0,not reported,56,15.0,42.0469,-104.1863
58050.0,5.5,0.0,0.0,34.0,['BIT'],1,2012,0,Miller Coors Eden LLC,0.0,0.0,BIT,0.0,not reported,37,157.0,36.518889,-79.715278
58059.0,21.8,0.0,0.0,19.999999999999773,"['BIT', 'BIT']",2,2012,0,MillerCoors Trenton Brewery,0.0,582.64412,BIT,0.0,not reported,39,17.0,39.4547,-84.4767
58063.0,5.5,0.0,0.0,16.0,['BIT'],1,2012,0,SABIC Innovative Plastics Mt. Vernon,0.0,0.0,BIT,0.0,not reported,18,129.0,37.910278,-87.926111
58066.0,19.5,81695.0,0.4876401066710663,62.0,"['BIT', 'BIT']",2,2012,0,"PCA, Filer City Mill",0.0,6.23660625,NG,0.0,not reported,26,101.0,44.2133,-86.2867
58081.0,3.0,8325.51,0.3168002283105023,65.0,['SUB'],1,2012,0,Western Sugar Coop- Ft Morgan,8325.51,350.40617499999996,SUB,100.0,not reported,8,87.0,40.2542,-103.7911
58194.0,6.0,0.0,0.0,67.58333333333326,"['BIT', 'BIT']",2,2012,0,West Campus Steam Plant,9503.218,2219.07201125,BIT,79.78120487591927,not reported,42,27.0,40.7928,-77.8647
58205.0,5.0,0.0,0.0,21.0,['BIT'],1,2012,0,Grand Ave Plant,0.0,0.0,BIT,0.0,not reported,29,95.0,39.111944,-94.581111
58222.0,5.0,33351.0,0.7614383561643836,43.0,['BIT'],1,2012,0,E.B. Eddy Paper Inc,28111.936,738.9830176899999,BIT,84.29113369913946,not reported,26,147.0,42.9886,-82.4367
3.0,1770.7,5235543.0,0.4289784349015948,48.239057999661554,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,2014,"['NG', 'NG', 'NG', 'NG', 'NG', 'NG']",Barry,5142849.4,10689.64,BIT,39.618195234582885,not reported,1,97.0,31.0069,-88.0103
7.0,138.0,216750.0,0.19838738638985,65.0,"['BIT', 'BIT']",2,2014,0,Gadsden,155388.24,2476.987,BIT,71.69007579381741,not reported,1,55.0,34.0128,-85.9708
8.0,1416.7,5247433.0,0.5493835231436018,49.61671490082608,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,2014,0,Gorgas,5245280.7,2250.94,BIT,99.95898341164876,not reported,1,127.0,33.644344,-87.196486
10.0,568.4,2756619.0,0.5701461177623749,48.52638986629131,"['BIT', 'BIT']",2,2014,"['NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG']",Greene County,2743106.33,34902.599,BIT,95.98247886527447,not reported,1,63.0,32.6017,-87.7811
26.0,2012.8,6432609.0,0.40224988398952904,47.0,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,2014,['DFO'],E C Gaston,6405775.1,34541.862,BIT,99.5804933191298,not reported,1,117.0,33.244211,-86.458056
47.0,1350.0,3588287.0,0.5279925028293444,54.92592592592587,"['BIT', 'BIT', 'BIT', 'BIT', 'BIT']",5,2014,"['NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG']",Colbert,3575728.6,21636.997,BIT,99.4699974536502,not reported,1,33.0,34.7439,-87.8486
50.0,1125.0,3708272.0,0.38765783901504525,51.04444444444448,"['BIT', 'BIT']",2,2014,0,Widows Creek,3702203.9,6270.518,BIT,99.90166736354811,not reported,1,71.0,34.883022,-85.755253
51.0,720.7,2899537.0,0.459,27.999999999999773,['LIG'],1,2014,0,Dolet Hills Power Station,2890840.3,14176.937,LIG,99.70006659477059,not reported,22,31.0,32.030556,-93.569167
54.0,329.4,0.0,0.0,0.0,['BIT'],1,2014,"['NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG', 'NG']",Smith Generating Facility,0.0,1.726,NG,0.0,not reported,21,49.0,37.8833,-84.1017
56.0,538.0,1876861.0,0.42747294125670476,36.226765799256555,"['BIT', 'BIT', 'BIT']",3,2014,0,Charles R Lowman,1868603.6,4546.422,BIT,99.56004163498507,not reported,1,129.0,31.488019,-87.910747
59.0,109.8,517873.0,0.538,32.0,['SUB'],1,2014,0,Platte,497957.44,1452.409,SUB,96.15435481731758,not reported,31,79.0,40.854765,-98.348222
60.0,324.3,1673671.0,0.5927703515206991,10.058279370952732,"['SUB', 'SUB']",2,2014,0,Gerald Whelan Energy Center,1670837.3,2898.835,SUB,99.83069020024699,not reported,31,1.0,40.580872,-98.312437
79.0,29.8,191062.0,0.0,0.0,"['SUB', 'SUB', 'SUB', 'SUB']",4,2014,0,Aurora Energy LLC Chena,191062.0,507.94,SUB,100.0,not reported,2,90.0,64.847743,-147.735063
87.0,257.0,1389687.0,0.617,30.0,['SUB'],1,2014,0,Escalante ,1387498.7,731.766,SUB,99.84253425196331,not reported,35,31.0,35.4159,-108.082
108.0,348.7,1981862.0,0.649,31.0,['SUB'],1,2014,0,Holcomb,1967704.2,1544.635,SUB,99.28562918681135,not reported,20,55.0,37.9308,-100.9725
113.0,1128.8,6630105.0,0.6782049243564015,35.956591070163086,"['SUB', 'SUB', 'SUB', 'SUB']",4,2014,0,Cholla,6615021.2,3806.421,SUB,99.7724955632124,not reported,4,17.0,34.9394,-110.3033
126.0,173.3,511359.0,0.337,47.0,['SUB'],1,2014,"['NG', 'NG', 'NG', 'NG', 'NG']",Irvington Generating Station,236911.15,1091.653,SUB,28.10937461068153,not reported,4,19.0,32.16,-110.9047
127.0,720.0,3216641.0,0.51,28.0,['SUB'],1,2014,0,Oklaunion Power Station,3210628.9,3505.739,SUB,99.81309310068664,not reported,48,487.0,34.0825,-99.1753
130.0,2390.1,11892580.0,0.6737354054376763,15.046274214467985,"['BIT', 'BIT', 'BIT', 'BIT']",4,2014,0,Cross,11870582.0,5576.755,BIT,99.81502345912567,not reported,45,15.0,33.371389,-80.113333
136.0,2321.8,8210874.0,0.0,0.0,"['BIT', 'BIT', 'BIT']",3,2014,0,Seminole (136),8187149.5,13016.68,BIT,99.71105939686299,not reported,12,107.0,29.733056,-81.632778
160.0,408.0,2621843.0,0.7335032582042479,35.0,"['SUB', 'SUB']",2,2014,"['NG', 'NG', 'NG', 'NG']",Apache Station,2602322.2,4812.814,SUB,98.64494060867483,not reported,4,3.0,32.0603,-109.8931
165.0,1134.0,4674600.0,0.47481679908441365,30.904761904761926,"['SUB', 'SUB']",2,2014,0,Grand River Dam Authority,4619112.4,12254.091,SUB,98.81299703689453,not reported,40,97.0,36.190278,-95.2894
207.0,1358.0,7144486.0,0.6115027782264534,26.5,"['BIT', 'BIT']",2,2014,0,St. Johns River Power,7116040.5,18504.564,BIT,99.60185316591237,not reported,12,31.0,30.4308,-81.5508
298.0,1849.8,11977246.0,0.7441068865914585,28.48275489242087,"['LIG', 'LIG']",2,2014,0,Limestone,11960844.3,27862.398,LIG,99.86305900440021,not reported,48,293.0,31.4219,-96.2525
384.0,1320.0,5061426.0,0.4394868888728196,48.5,"['SUB', 'SUB']",2,2014,0,Joliet 29,5029975.4,10245.875,SUB,99.37862250211455,not reported,17,197.0,41.494636,-88.123827
469.0,551.3,3075374.0,0.6498314009938303,47.85561400326492,"['BIT', 'BIT']",2,2014,0,Cherokee,3063387.4,2778.919,BIT,99.61023840044287,not reported,8,1.0,39.807275,-104.964548
470.0,1635.3,8289783.0,0.5828361200769671,21.12988442487608,"['SUB', 'SUB', 'SUB']",3,2014,0,Comanche (470),8175559.6,3157.25,SUB,98.62211797840021,not reported,8,101.0,38.2081,-104.5747
